owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,transaction_obligated_amount,gross_outlay_amount_FYB_to_period_end,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,award_unique_key,award_id_piid,parent_award_id_piid,award_id_fain,award_id_uri,award_base_action_date,award_base_action_date_fiscal_year,award_latest_action_date,award_latest_action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,ordering_period_end_date,award_type_code,award_type,idv_type_code,idv_type,prime_award_base_transaction_description,awarding_agency_code,awarding_agency_name,awarding_subagency_code,awarding_subagency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country,recipient_state,recipient_county,recipient_city,prime_award_summary_recipient_cd_original,prime_award_summary_recipient_cd_current,recipient_zip_code,primary_place_of_performance_country,primary_place_of_performance_state,primary_place_of_performance_county,prime_award_summary_place_of_performance_cd_original,prime_award_summary_place_of_performance_cd_current,primary_place_of_performance_zip_code,cfda_number,cfda_title,product_or_service_code,product_or_service_code_description,naics_code,naics_description,national_interest_action_code,national_interest_action,usaspending_permalink,last_modified_date
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,66517.00,,,,,13,EPW13016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,58000.00,,,,,2,EPS51701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,160000.00,,,,,2,EPW14001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,-4801.80,,,,,2,EPW14029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,52301.08,,,,,21,EPS91401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,60000.00,,,,,47,EPS91302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,11000.00,,,,,5,EPS51701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,133340.00,,,,,5,EPS91301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,135622.00,,,,,50,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,185557.00,,,,,6,EPS91301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,400000.00,,,,,6,EPW14001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,662.77,,,,,68HE0423P0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,-2799.74,,,,,68HE0719F0153,EPR71503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,7000.00,,,,,68HE0923P0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,-109.40,,,,,68S63003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,-60000.00,,,,,68S73003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,17963.00,,,,,7,EPW12020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,-2285.26,,,,,79,EPW06021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,550000.00,,,,,8,EPW14001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,-3622.46,,,,,83,EPW06021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,130903.00,,,,,9,EPS91301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,37429.09,,,,,9,EPW12021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,-11053.78,,,,,95,EPW06021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,3246.04,,,,,EPS914010004,EPS91401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,-0.01,,,,,EPW0604219,EPW06042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,37377.99,,,,,EPW130160005,EPW13016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,824.76,,,,,EPW140010017,EPW14001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,0.01,,,,,EPW170110050,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.7,Operation and maintenance of equipment,D,Q,,1750.00,,,,,68HE0723P0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,31.0,Equipment,D,Q,,504.96,,,,,68HE0423F0058,47QTCA22D003G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,31.0,Equipment,D,Q,,442.76,,,,,68HE0723F0073,GS35F075DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,41.0,"Grants, subsidies, and contributions",D,Q,,,43418.26,,,,,,08710010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,41.0,"Grants, subsidies, and contributions",D,Q,,,3725.76,,,,,,98188010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,42.0,Insurance claims and indemnities,D,Q,,193789.60,,,,,272304H5004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,42.0,Insurance claims and indemnities,D,Q,,97269.81,,,,,272304H5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,42.0,Insurance claims and indemnities,D,Q,,94942.05,,,,,272304H5006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,42.0,Insurance claims and indemnities,D,Q,,43531.82,,,,,272309BC001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,42.0,Insurance claims and indemnities,D,Q,,274909.29,,,,,2723A4S4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,42.0,Insurance claims and indemnities,D,Z,Infrastructure Investment and Jobs Act,11406.00,,,,,237AW0R006,PRR72300090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,42.0,Insurance claims and indemnities,D,Z,Infrastructure Investment and Jobs Act,200695.00,,,,,237AW0R007,PRRAF72300021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,42.0,Insurance claims and indemnities,D,Z,Infrastructure Investment and Jobs Act,9944.00,,,,,237AW0R010,PRRAF72300037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00E4,ALTERNATIVE DISPUTE RESOLUTION,25.2,Other services from non-Federal sources,D,Q,,-810.15,,,,,1,EPW14020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00E5,"CENTRAL PLANNING, BUDGETING, AND FINANCE",11.5,Other personnel compensation,D,Q,,152.00,,,,,23B99R0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00E5,"CENTRAL PLANNING, BUDGETING, AND FINANCE",11.5,Other personnel compensation,D,Q,,475.00,,,,,23B99R0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00E5,"CENTRAL PLANNING, BUDGETING, AND FINANCE",11.5,Other personnel compensation,D,Q,,152.00,,,,,23B99R0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00E5,"CENTRAL PLANNING, BUDGETING, AND FINANCE",11.5,Other personnel compensation,D,Q,,285.00,,,,,23B99R0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00E5,"CENTRAL PLANNING, BUDGETING, AND FINANCE",12.1,Civilian personnel benefits,D,Q,,-45.87,,,,,2109GS8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00E5,"CENTRAL PLANNING, BUDGETING, AND FINANCE",12.1,Civilian personnel benefits,D,Q,,-45.88,,,,,2209GS8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
